"RT @krassenstein: Bill Clinton lied about an affair and was impeached

Donald Trump apparently had someone's life threatened and then illeg…"

RT @MichaelAvenatti: Want to know what Michael Cohen is capable of when working on Donald Trump's behalf? Read this article that details hi…

"RT @brianstelter: Some of the women ""strongly suggested"" it was ""all part of a media plot to bring down Donald Trump"" https://t.co/ekkM9hez…"

RT @CREWcrew: The Trump Organization’s original project in India had its permits revoked in 2012 after investigators found “irregularities.…

"RT @JohnFugelsang: Donald Trump could perform unsterilized rectal surgery on vets while eating a live, screeching bald eagle on Reagan's gr…"

"Stormy Daniels’ Legal Strategy Strongly Suggests She Has Photos of Donald Trump https://t.co/YWdICoDH7M, #StormyDaniels"

RT @ananavarro: Ironic. Some in the Religious Right were vehemently against gay marriage b/c they felt it threatened the institution of mar…

"RT @kylegriffin1: Two more top attorneys have turned down Trump.

Tom Buchanan and Dan Webb confirmed to The Daily Beast that Trump reached…"

"These Trumps love their guns, but sure go to extremes to hide their taxes. Does Don Sr have NY gun permit? Can NY g… https://t.co/ApDoDS32BV"

RT @ProductionPosse: Stephen Colbert Wants Donald Trump Spanked Regularly After Stormy Daniels Reveals It Improved His .. #filmmaking https…

