"RT @a_lesbian_girl: RT if:
- you hate Donald trump
- you're gay
- you have a talent
- you want sex
- you want more gay friends 
- you hate…"

PalmerReport: The other shoe in the Donald Trump – Stormy Daniels saga is about to drop https://t.co/FQgxAsiXI3

"RT @tonyposnanski: Dear CNN,

With all due respect I don’t care about Conservative Christian Women’s opinion of Stormy Daniels...WHO HAS A…"

"RT @Zebop: @EdKrassen Donald Trump is a lunatic, I wish he'd go away by any means necessary, I'm sick of his psychosis and criminality dest…"

"RT @4everNeverTrump: Farmers were some of the strongest supporters of Donald Trump in 2016.

WTF did they think he was going to do?!?! http…"

"RT @natehoIe: Donald J. Trump is the worst president in history.

- Retweet if you agree 

#PresidentsDay2018"

"@EdKrassen In the BBC Channel4 documentary ""The Mad World of Donald Trump"", the narrator, Matt Frei, described… https://t.co/UP4HZYN9Wq"

"...the lack of reimbursement after all of that hurts my heart, even if Cohen should've fucking known better: Donald… https://t.co/FRTSIGX1aa"

